20,count
linguine,138
ground lamb,138
artificial sweetener,137
reduced-fat cream cheese,136
fat free sour cream,136
smoked salmon,135
fresh basil leaves,134
tofu,133
low-fat sour cream,133
hot Italian sausage,132
light rum,132
parsnips,131
self-raising flour,131
mascarpone cheese,131
crunchy peanut butter,131
wild rice,130
pure vanilla extract,130
fresh cranberries,129
deli ham,129
instant coffee granules,129
pineapple tidbits,128
chopped tomatoes,128
ground flax seeds,127
fresh garlic cloves,127
lemon peel,127
pear,126
fresh basil leaf,125
bacon bits,125
lime zest,124
instant yeast,123
marshmallow creme,123
lamb,123
sake,122
frozen broccoli,122
chili beans,121
salmon,121
liquid smoke,121
raw sugar,121
cannellini beans,120
iceberg lettuce,120
fresh green beans,120
cantaloupe,120
reduced-sodium chicken broth,119
pecan halves,119
low-fat cream cheese,119
unbleached flour,119
white chocolate chips,119
grapefruit juice,118
Philadelphia Cream Cheese,118
nonfat sour cream,118
frozen raspberries,118
tart apples,118
light olive oil,117
red chilies,117
fresh coarse ground black pepper,116
tomatoes and green chilies,116
Creme de Cacao,116
broccoli floret,116
poultry seasoning,115
snow peas,115
rhubarb,115
cayenne,114
fennel seed,113
irish cream,112
gruyere cheese,111
cherry pie filling,111
fennel bulb,111
sea scallops,110
graham crackers,110
brewed coffee,110
tuna in water,109
tomato puree,108
chilies,108
portabella mushrooms,108
cherries,107
almond butter,107
lentils,107
olive oil flavored cooking spray,107
asparagus spears,106
broth,106
flax seed meal,106
whole berry cranberry sauce,106
oleo,106
rotel,106
dill,105
maraschino cherry,105
cranberry sauce,105
macaroni,105
Egg Beaters egg substitute,104
cauliflower florets,104
chipotle chiles in adobo,103
self raising flour,103
chunky peanut butter,103
anchovy fillets,102
kale,102
cremini mushrooms,102
shiitake mushrooms,102
marshmallow cream,102
dried parsley,102
lemon rind,101
cracked black pepper,101
new potatoes,101
plain nonfat yogurt,100
firm tofu,100
watermelon,100
coconut cream,100
