14,count
bay leaves,522
feta cheese,521
chicken breasts,520
sweet onion,513
light corn syrup,513
rice vinegar,511
ham,507
scallion,503
chicken,502
ground coriander,500
white wine vinegar,498
apple,497
beef broth,497
mustard,494
caster sugar,491
apple cider vinegar,486
chocolate chips,482
apples,476
ground cloves,462
lemons,459
plain flour,455
Tabasco sauce,453
rosemary,451
bread flour,449
vegetable broth,445
coconut,445
capers,442
plain yogurt,441
fresh dill,438
fresh chives,436
cabbage,434
hot water,426
ricotta cheese,420
lettuce,417
pine nuts,413
turmeric,409
spinach,406
avocado,404
red onions,398
coconut milk,395
lean ground beef,394
broccoli,392
potato,390
Splenda sugar substitute,389
of fresh mint,386
green beans,384
prepared mustard,377
flour tortillas,376
crushed tomatoes,372
dry sherry,369
cornmeal,366
shrimp,365
strawberries,364
green peppers,363
fish sauce,361
strawberry,361
rice,360
pumpkin pie spice,360
red wine,359
cayenne,357
cinnamon stick,355
brandy,353
blue cheese,353
dried parsley,353
celery rib,352
rolled oats,351
kidney beans,351
cinnamon sticks,350
leeks,348
red bell peppers,347
heavy whipping cream,345
ginger ale,342
dried cranberries,340
allspice,339
vanilla ice cream,333
coarse salt,330
cloves,329
leek,325
cake flour,324
beer,321
cream of tartar,320
active dry yeast,319
applesauce,319
limes,317
yellow bell pepper,316
plum tomatoes,316
low sodium chicken broth,312
dried rosemary,308
Velveeta cheese,301
frozen corn,299
whole cloves,299
minced garlic cloves,293
stewed tomatoes,292
coconut oil,290
blueberries,289
low sodium soy sauce,289
fresh garlic,288
fresh strawberries,284
flat leaf parsley,283
pumpkin,283
fresh spinach,283
lemon peel,283
rum,282
boneless skinless chicken breast halves,281
sherry wine,280
ground pepper,280
dried parsley flakes,279
creamy peanut butter,278
cumin seed,276
cottage cheese,275
oranges,270
pinto beans,538
chopped tomatoes,268
bell peppers,268
icing sugar,267
corn syrup,267
chili sauce,266
basil leaves,265
pineapple,265
frozen chopped spinach,265
fresh oregano,263
roma tomatoes,257
sweet potatoes,257
asparagus,255
hard-boiled eggs,253
sunflower seeds,252
yellow onions,250
panko breadcrumbs,249
spring onions,248
table salt,247
diced green chilies,245
black peppercorns,245
cauliflower,245
ground allspice,245
celery seed,245
cooked rice,244
cracked black pepper,243
prosciutto,242
clove,242
poultry seasoning,241
chickpeas,240
whole kernel corn,239
dill,237
dates,232
nonfat milk,232
avocados,231
ground turkey,231
yogurt,227
flaked coconut,226
dill weed,225
grape tomatoes,224
fresh coarse ground black pepper,223
ground cardamom,222
vanilla essence,221
raspberries,220
cornflour,220
Splenda granular,219
hoisin sauce,219
Bourbon,218
peanuts,218
soymilk,218
lemon rind,217
unbleached all-purpose flour,216
button mushrooms,216
oatmeal,215
frozen spinach,214
lime zest,213
green bell peppers,213
romano cheese,213
pesto sauce,208
fresh mint leaves,208
half-and-half cream,206
dark rum,204
sage,203
oats,202
peas,201
provolone cheese,198
dark chocolate,198
egg substitute,197
parsley flakes,196
mustard seeds,196
vanilla bean,196
bittersweet chocolate,194
light soy sauce,193
wheat germ,193
arborio rice,192
lemon pepper,191
horseradish,191
artichoke hearts,190
corn tortillas,190
tomato juice,190
pasta,189
vegetable shortening,189
unsweetened applesauce,189
catsup,189
tahini,189
tomato puree,188
sun-dried tomato,188
American cheese,187
cooked ham,187
ground pork,187
fresh basil leaves,187
Miracle Whip,183
yellow mustard,183
lemongrass,183
mango,182
graham cracker crumbs,182
mandarin oranges,181
caraway seed,180
tortilla chips,180
mint,180
oyster sauce,178
pumpkin puree,178
marshmallows,178
miniature marshmallows,176
unflavored gelatin,176
mustard powder,176
romaine lettuce,175
monterey jack pepper cheese,173
orange marmalade,173
fennel seed,172
artificial sweetener,171
red kidney beans,170
ghee,169
sauerkraut,169
eggplant,168
dry red wine,168
golden raisin,168
boneless skinless chicken breast,167
ground turmeric,167
light mayonnaise,167
green olives,165
fresh basil leaf,165
self-rising flour,164
self raising flour,164
cucumbers,163
maraschino cherry,161
pancetta,161
low-fat milk,161
chicken breast,159
water chestnuts,159
sugar substitute,159
fresh sage,159
broccoli florets,158
bacon bits,157
sake,157
cranberry juice,156
pure maple syrup,155
mirin,154
beef,154
granny smith apples,153
elbow macaroni,152
salted butter,151
spaghetti,151
yellow cornmeal,151
powdered milk,150
liquid smoke,149
sun-dried tomatoes,148
whole tomatoes,148
sweet potato,148
russet potatoes,148
instant yeast,147
fresh tarragon,146
white chocolate,146
kale,146
cashews,146
kalamata olive,144
maraschino cherries,144
minced garlic clove,144
quick-cooking oats,143
light sour cream,142
dry yeast,142
chocolate,142
salmon fillets,142
long grain rice,142
instant vanilla pudding,141
colby-monterey jack cheese,141
sweet paprika,141
garam masala,141
apple cider,141
parmigiano-reggiano cheese,141
canned pumpkin,140
pecan halves,140
green chili,139
dried dill,137
fresh garlic cloves,137
tuna,137
pears,137
cannellini beans,136
turkey,136
red chilies,136
gruyere cheese,136
brown rice,135
cranberries,135
tarragon,134
mashed potatoes,134
creme fraiche,134
poppy seed,134
fine sea salt,134
dried sage,133
ground mustard,133
chicken thighs,133
chicken bouillon cubes,133
Italian sausage,132
fresh blueberries,132
white flour,132
pineapple chunks,132
bean sprouts,132
dried dill weed,131
reduced sodium soy sauce,131
red chili powder,130
dark corn syrup,130
diced tomato,129
garbanzo beans,128
Grand Marnier,128
turmeric powder,128
green cabbage,127
cardamom,126
cremini mushrooms,126
fresh coriander,125
dried marjoram,125
ground flax seeds,124
orange bell pepper,124
sweetened flaked coconut,123
marjoram,123
snow peas,122
chorizo sausage,122
mini marshmallows,122
tomatoes and green chilies,122
green chili pepper,122
fresh flat-leaf parsley,121
Kahlua,121
chilies,121
fresh parsley leaves,121
self-raising flour,121
dried tarragon,120
pistachios,120
white chocolate chips,119
unbleached flour,119
xanthan gum,119
boneless chicken breasts,119
chipotle chile in adobo,119
chopped tomato,119
star anise,118
green chili peppers,118
mascarpone cheese,118
sausage,118
frozen strawberries,117
anchovy fillets,115
triple sec,115
quinoa,115
reduced-sodium chicken broth,114
spring onion,114
rose water,114
old fashioned oats,114
white rice,113
instant coffee,112
peppercorns,111
light cream cheese,110
gorgonzola,110
fresh tomatoes,110
cherry pie filling,110
fresh lemon rind,109
coffee,109
red capsicum,109
poppy seeds,108
medium shrimp,108
red cabbage,108
great northern beans,108
hazelnuts,107
cumin seeds,107
granny smith apple,106
smoked salmon,106
bicarbonate of soda,106
vanilla instant pudding mix,106
iceberg lettuce,105
large shrimp,105
red chili pepper,105
gelatin,104
pork,104
fresh cilantro leaves,104
parsnips,104
chili beans,104
sweet onions,103
portabella mushrooms,103
rotel,103
mint leaf,103
fennel bulb,102
dried thyme leaves,102
broth,102
couscous,102
nutritional yeast,101
alfredo sauce,101
asiago cheese,101
tamari,101
flax seed,101
sherry wine vinegar,100
arugula,100
Italian parsley,100
fresh thyme leave,99
fat free cream cheese,99
quick oats,99
broccoli floret,99
hamburger,99
toasted sesame seeds,99
Amaretto,99
